location_id,lat_adj,lon_adj,elevation,Month_Year,acq_date,acq_year,acq_month,acq_day,brightness,confidence,frp,geometry,name,weather_code,temp_max (°C),temp_min (°C),temp_mean (°C),precipitation (mm),rain (mm),wind_speed_max (km/h),wind_gusts_max (km/h),wind_direction_dominant (°N)
0,25.42,77.85,429,5-2023,15-05-2023,2023,5,15,345.1,87.5,69.35,POINT (77.85 25.42),Madhav National Park,0,40.5,26.6,33.4,0,0,10.8,15.8,253
1,23.23,79.23,465,5-2023,13-05-2023,2023,5,13,342.3,83,22.3,POINT (79.23 23.23),Noradehi WLS,2,41.3,22.6,32.2,0,0,13.7,24.8,16
2,23.23,79.24,453,5-2023,13-05-2023,2023,5,13,346.5,88,31.1,POINT (79.24 23.23),Noradehi WLS,2,41.4,22.7,32.3,0,0,13.7,24.8,16
3,23.25,79.15,521,5-2023,13-05-2023,2023,5,13,344.7,86,26.5,POINT (79.15 23.25),Noradehi WLS,1,39.9,21.9,31.6,0,0,14.6,27.4,27
4,24.58,79.98,479,5-2023,13-05-2023,2023,5,13,359.5,99,60.2,POINT (79.98 24.58),Panna,0,38.1,22.5,30.3,0,0,10.6,25.6,319
5,24.58,79.99,462,5-2023,13-05-2023,2023,5,13,343.2,84,24.2,POINT (79.99 24.58),Panna,0,38.2,22.6,30.4,0,0,10.6,25.6,319
6,24.59,79.98,482,5-2023,13-05-2023,2023,5,13,342.6,84,24.2,POINT (79.98 24.59),Panna,0,38.1,22.5,30.3,0,0,10.6,25.6,319
7,24.6,79.96,365,5-2023,13-05-2023,2023,5,13,313.1,84,10.4,POINT (79.96 24.6),Panna,0,38.8,23.2,31,0,0,10.6,25.6,319
8,24.6,79.97,418,5-2023,13-05-2023,2023,5,13,323.1,100,22.1,POINT (79.97 24.6),Panna,0,38.5,22.9,30.7,0,0,10.6,25.6,319
9,23.79,81.05,457,5-2023,11-05-2023,2023,5,11,343.6,85,44.3,POINT (81.05 23.79),Bandhavgarh Tiger Reserve,0,38.1,22,30.6,0,0,13.7,30.2,286
10,23.79,81.05,457,5-2023,11-05-2023,2023,5,11,343.6,85,44.3,POINT (81.05 23.79),Panpatha WLS,0,38.1,22,30.6,0,0,13.7,30.2,286
11,24.59,82.63,307,5-2023,10-05-2023,2023,5,10,351.4,93,75.2,POINT (82.63 24.59),Bagdara WLS,0,38.1,22,30,0,0,7.8,18.4,124
12,23.14,79.14,419,4-2023,19-04-2023,2023,4,19,312.4,85,8.5,POINT (79.14 23.14),Noradehi WLS,51,39.2,26.7,32.2,0.2,0,12.6,24.5,48
13,23.14,79.15,575,4-2023,19-04-2023,2023,4,19,317.4,95,12.9,POINT (79.15 23.14),Noradehi WLS,51,38.6,27,31.8,0.3,0,12.9,24.8,38
14,25.66,78.16,585,4-2023,18-04-2023,2023,4,18,342.6,84,28.8,POINT (78.16 25.66),Karera WLS,2,37.3,24.4,30.7,0,0,9,18.4,77
15,25.66,78.17,229,4-2023,18-04-2023,2023,4,18,363.5,100,78.8,POINT (78.17 25.66),Karera WLS,1,40.7,25.5,32.5,0,0,10.1,13.3,116
16,22.94,77.81,229,4-2023,18-04-2023,2023,4,18,344.8,89,33.2,POINT (77.81 22.94),Ratapani WLS,1,40.7,25.5,32.5,0,0,10.1,13.3,116
17,23.09,77.94,363,4-2023,14-04-2023,2023,4,14,321.6,100,20.9,POINT (77.94 23.09),Ratapani WLS,1,37.4,24.1,30.4,0,0,10.5,25.2,60
18,23.84,81.06,425,4-2023,13-04-2023,2023,4,13,340.3,84,46.4,POINT (81.06 23.84),Bandhavgarh Tiger Reserve,1,38.2,22.3,31,0,0,8,19.4,67
19,23.84,81.06,425,4-2023,13-04-2023,2023,4,13,340.3,84,46.4,POINT (81.06 23.84),Panpatha WLS,1,38.2,22.3,31,0,0,8,19.4,67
20,23.46,79.3,399,4-2023,11-04-2023,2023,4,11,352.6,95,109,POINT (79.3 23.46),Noradehi WLS,0,36.5,20.1,28.4,0,0,12.5,25.9,39
21,23.46,79.32,371,4-2023,11-04-2023,2023,4,11,342.4,85,58.4,POINT (79.32 23.46),Noradehi WLS,0,36.7,20.2,28.6,0,0,12.5,25.9,39
22,23.56,79.74,403,4-2023,11-04-2023,2023,4,11,339.7,83,63.1,POINT (79.74 23.56),Veerangana Durgawati WLS,0,35.8,21.1,28.9,0,0,11.1,26.3,64
23,24.54,79.92,476,3-2023,14-03-2023,2023,3,14,352.4,96,144.3,POINT (79.92 24.54),Panna,53,31.3,17.7,23.6,0.7,0,12.6,28.4,287
24,24.56,79.92,439,3-2023,14-03-2023,2023,3,14,334.8,83,60.2,POINT (79.92 24.56),Panna,53,31,17.9,23.6,0.7,0,13.1,28.4,280
25,22.81,77.74,511,3-2023,12-03-2023,2023,3,12,311.8,83,12.8,POINT (77.74 22.81),Ratapani WLS,1,31.8,19.4,25,0,12.8,12.6,33.8,304
26,22.43,80.53,480,3-2023,11-03-2023,2023,3,11,336,83,26.5,POINT (80.53 22.43),Kanha,0,32.6,16.4,24.6,0,2.2,14.7,32,117
27,23.26,79.38,433,3-2023,05-03-2023,2023,3,5,338,89,144.5,POINT (79.38 23.26),Noradehi WLS,53,33,19.2,25.3,0.5,0,8.9,21.6,329
28,23.26,79.39,433,3-2023,05-03-2023,2023,3,5,342.5,91,177.9,POINT (79.39 23.26),Noradehi WLS,53,33,19,25.3,0.7,0,8.7,20.2,343
29,23.26,79.41,455,3-2023,05-03-2023,2023,3,5,343.5,92,186.6,POINT (79.41 23.26),Noradehi WLS,53,32.8,18.9,25.1,0.7,0,8.7,20.2,343
30,23.26,79.42,459,3-2023,05-03-2023,2023,3,5,334,86,110.2,POINT (79.42 23.26),Noradehi WLS,53,32.8,18.9,25.1,0.7,0,8.7,20.2,343
31,22.86,77.62,424,2-2023,25-02-2023,2023,2,25,331.5,80,29.5,POINT (77.62 22.86),Ratapani WLS,0,31.6,16.5,24.8,0,3.5,11.2,23.8,226
32,22.86,77.66,488,2-2023,24-02-2023,2023,2,24,335.1,86,48.9,POINT (77.66 22.86),Ratapani WLS,0,30.7,15.3,23.5,0,2.6,9.8,23.8,285
33,22.86,77.67,518,2-2023,24-02-2023,2023,2,24,330,82,34.8,POINT (77.67 22.86),Ratapani WLS,0,30.5,15.1,23.3,0,2.6,9.8,23.8,285
34,23.24,79.46,478,2-2023,21-02-2023,2023,2,21,329.9,80,26.4,POINT (79.46 23.24),Noradehi WLS,1,33.2,14.9,24.7,0,0.2,13.8,29.2,131
35,23.06,77.84,474,2-2023,16-02-2023,2023,2,16,334.4,84,24.1,POINT (77.84 23.06),Ratapani WLS,0,29.8,13.5,21,0,10.4,9,21.6,285
36,22.24,81.02,739,2-2023,13-02-2023,2023,2,13,337.7,88,81.8,POINT (81.02 22.24),Kanha,0,24.7,12.9,17.9,0,8.4,7.2,27.7,354
37,25.74,77.2,381,2-2023,09-02-2023,2023,2,9,337.2,88,34.5,POINT (77.2 25.74),Kuno WLS,0,25.9,11.8,19.7,0,4.9,19.8,43.6,212
38,25.74,77.21,277,2-2023,09-02-2023,2023,2,9,339.4,90,38.2,POINT (77.21 25.74),Kuno WLS,0,28.7,11,19.1,0,19.9,17.3,35.6,321
39,25.75,77.21,243,2-2023,09-02-2023,2023,2,9,331.8,84,26.6,POINT (77.21 25.75),Kuno WLS,0,28.6,10.1,19,0,17.9,16.7,35.6,320
40,24.66,80.02,248,2-2023,09-02-2023,2023,2,9,332.6,80,24.9,POINT (80.02 24.66),Panna,0,28.6,10.1,19,0,17.9,16.7,35.6,320
41,22.99,77.4,519,2-2023,07-02-2023,2023,2,7,331.8,83,22,POINT (77.4 22.99),Ratapani WLS,0,26.8,15.7,20.1,0,29.9,13.2,28.8,302
42,23.27,79.4,454,2-2023,04-02-2023,2023,2,4,328.7,82,26.8,POINT (79.4 23.27),Noradehi WLS,0,26.2,10.9,17.8,0,5.9,8.4,18.4,173
43,23.28,79.4,463,2-2023,04-02-2023,2023,2,4,331.9,81,32.1,POINT (79.4 23.28),Noradehi WLS,0,26.1,10.9,17.8,0,5.9,8.4,18.4,173
44,23.28,79.41,474,2-2023,04-02-2023,2023,2,4,329.4,82,27.6,POINT (79.41 23.28),Noradehi WLS,0,26,10.8,17.7,0,5.9,8.4,18.4,173
45,22.86,76.8,551,1-2023,29-01-2023,2023,1,29,325.6,82,24.9,POINT (76.8 22.86),Kheoni WLS,0,27,16,21,0,9.2,10.8,25.2,354
46,25.72,77.21,245,1-2023,19-01-2023,2023,1,19,334.3,88,45.7,POINT (77.21 25.72),Kuno WLS,1,21.5,5.9,13,0,0,11.6,28.1,225
47,25.71,77.23,286,1-2023,17-01-2023,2023,1,17,355.1,98,71.4,POINT (77.23 25.71),Kuno WLS,0,18.3,6.1,10.9,0,0,17.8,40,243
48,25.71,77.24,319,1-2023,17-01-2023,2023,1,17,351.5,96,62.9,POINT (77.24 25.71),Kuno WLS,0,18.1,5.9,10.7,0,0,17.8,40,243
49,24.64,82.6,285,6-2022,06-06-2022,2022,6,6,313.7,82,8.2,POINT (82.6 24.64),Bagdara WLS,2,42.6,29,36.1,0,0,14.9,33.8,300
50,22.32,80.55,583,5-2022,20-05-2022,2022,5,20,343.6,85,29.5,POINT (80.55 22.32),Kanha,1,40.6,27,33.3,0,0,9.2,22.3,28
51,23.62,80.95,474,5-2022,18-05-2022,2022,5,18,319,98,13.7,POINT (80.95 23.62),Bandhavgarh Tiger Reserve,2,41.8,27.8,35.5,0,0,9.8,18,61
52,24.66,80,420,5-2022,18-05-2022,2022,5,18,342.7,84,29.9,POINT (80 24.66),Panna,1,41.3,27.7,34.9,0,0,10.5,20.2,59
53,24.66,80.02,381,5-2022,18-05-2022,2022,5,18,357.4,98,72.7,POINT (80.02 24.66),Panna,1,41.5,27.9,35.2,0,0,10.5,20.2,59
54,22.57,78.47,424,5-2022,16-05-2022,2022,5,16,339.1,80,32.4,POINT (78.47 22.57),Pachmarhi WLS/Tiger Reserve,2,41.3,30.1,35.5,0,0,12,20.2,135
55,23.43,79.26,432,5-2022,09-05-2022,2022,5,9,354.6,96,69.9,POINT (79.26 23.43),Noradehi WLS,2,42.1,26,34.5,0,1.1,9.9,19.4,25
56,23.43,79.27,438,5-2022,09-05-2022,2022,5,9,345,84,36.2,POINT (79.27 23.43),Noradehi WLS,2,42,26,34.4,0,1.1,9.9,19.4,25
57,23.44,79.24,419,5-2022,09-05-2022,2022,5,9,346.2,83,43.4,POINT (79.24 23.44),Noradehi WLS,2,42.5,26.9,34.8,0,1,10,20.9,29
58,23.44,79.26,422,5-2022,09-05-2022,2022,5,9,359.9,99,93.5,POINT (79.26 23.44),Noradehi WLS,2,42.2,26.1,34.5,0,1.1,9.9,19.4,25
59,24.58,79.98,479,5-2022,08-05-2022,2022,5,8,371.4,100,236.3,POINT (79.98 24.58),Panna,2,40,26.5,32.9,0,8.3,11.3,25.9,39
60,23.46,79.21,406,5-2022,06-05-2022,2022,5,6,349.1,91,52.2,POINT (79.21 23.46),Noradehi WLS,2,40.8,25.9,33.5,0,0.4,5.2,14.4,33
61,22.36,80.67,787,5-2022,02-05-2022,2022,5,2,339,81,31.2,POINT (80.67 22.36),Kanha,1,39.2,24.2,31.9,0,0,11.7,20.5,60
62,24.68,80.04,255,5-2022,01-05-2022,2022,5,1,313.3,85,8.7,POINT (80.04 24.68),Panna,0,41.9,27.7,35,0,0,8,19.1,128
63,24.69,80.04,312,5-2022,01-05-2022,2022,5,1,314.7,88,9.5,POINT (80.04 24.69),Panna,0,41,28.4,34.5,0,0,8.9,21.2,43
64,24.7,80.04,426,5-2022,01-05-2022,2022,5,1,312.3,82,7.4,POINT (80.04 24.7),Panna,0,40.3,27.7,33.8,0,0,8.9,21.2,43
65,23.57,79.29,382,4-2022,30-04-2022,2022,4,30,344,85,22.2,POINT (79.29 23.57),Noradehi WLS,2,42.3,29.9,36,0,0,9.1,15.5,193
66,22.32,80.49,480,4-2022,29-04-2022,2022,4,29,339.8,81,34.4,POINT (80.49 22.32),Kanha,2,42.1,26.9,34.3,0,0,10.4,23.4,119
67,22.86,77.7,578,4-2022,29-04-2022,2022,4,29,340.6,81,54,POINT (77.7 22.86),Ratapani WLS,2,40.8,29,34.6,0,0,9.2,18,100
68,25.61,78.04,422,4-2022,28-04-2022,2022,4,28,347.4,89,34.2,POINT (78.04 25.61),Karera WLS,1,42.8,24.6,34.9,0,0,10.2,12.2,245
69,23.51,79.3,421,4-2022,28-04-2022,2022,4,28,353.3,95,51.6,POINT (79.3 23.51),Noradehi WLS,1,42.5,25.6,35.1,0,0,9.4,15.8,299
70,23.65,79.29,372,4-2022,28-04-2022,2022,4,28,348.3,90,39.4,POINT (79.29 23.65),Noradehi WLS,0,41.3,26.6,34.1,0,0,8.7,20.9,104
71,24.67,80.08,404,4-2022,28-04-2022,2022,4,28,340.6,81,163,POINT (80.08 24.67),Panna (Gangau) WLS,0,41.5,25.4,33.6,0,0,9.4,22,114
72,24.69,80.08,250,4-2022,28-04-2022,2022,4,28,343.4,85,198.8,POINT (80.08 24.69),Panna (Gangau) WLS,0,43.6,26.2,35.6,0,0,9.1,14,194
73,23.66,80.98,450,4-2022,27-04-2022,2022,4,27,341.2,82,24.4,POINT (80.98 23.66),Bandhavgarh Tiger Reserve,1,40.8,28.3,34.1,0,0,11.3,22,60
74,23.53,79.31,412,4-2022,27-04-2022,2022,4,27,349.5,91,31,POINT (79.31 23.53),Noradehi WLS,0,42,24.2,33.8,0,0,8.7,18.7,16
75,23.54,79.32,384,4-2022,27-04-2022,2022,4,27,356,97,47.1,POINT (79.32 23.54),Noradehi WLS,0,42.2,24.4,34,0,0,8.7,18.7,16
76,23.64,79.27,409,4-2022,27-04-2022,2022,4,27,345.7,87,23.9,POINT (79.27 23.64),Noradehi WLS,0,42.2,24.4,34.2,0,0,10.3,20.2,2
77,23.64,79.28,403,4-2022,27-04-2022,2022,4,27,342,83,16.4,POINT (79.28 23.64),Noradehi WLS,0,42.2,24.5,34.3,0,0,10.3,20.2,2
78,22.86,77.5,498,4-2022,27-04-2022,2022,4,27,340.3,80,23.6,POINT (77.5 22.86),Ratapani WLS,0,41.4,25.9,34.3,0,0,8.9,22,360
79,23.34,79.14,372,4-2022,25-04-2022,2022,4,25,344.3,84,21.2,POINT (79.14 23.34),Noradehi WLS,1,40.8,28.2,34.2,0,0,10.2,21.6,51
80,23.35,79.13,442,4-2022,25-04-2022,2022,4,25,362.6,100,62.7,POINT (79.13 23.35),Noradehi WLS,1,41,24.4,33.6,0,0,11,21.2,45
81,23.35,79.14,432,4-2022,25-04-2022,2022,4,25,367.4,100,78.9,POINT (79.14 23.35),Noradehi WLS,1,41.1,24.4,33.6,0,0,11,21.2,45
82,23.54,79.37,440,4-2022,25-04-2022,2022,4,25,351.4,93,35.7,POINT (79.37 23.54),Noradehi WLS,1,41,24.4,33.6,0,0,11,21.2,45
83,23.56,79.36,372,4-2022,25-04-2022,2022,4,25,341.2,82,13.3,POINT (79.36 23.56),Noradehi WLS,1,41.8,23.9,33.4,0,0,10.7,21.2,23
84,23.56,79.37,409,4-2022,25-04-2022,2022,4,25,351.9,93,35,POINT (79.37 23.56),Noradehi WLS,1,41.3,23.4,33.1,0,0,10.5,20.5,22
85,23.56,79.38,392,4-2022,25-04-2022,2022,4,25,347.2,84,24.9,POINT (79.38 23.56),Noradehi WLS,1,41.4,23.5,33.2,0,0,10.5,20.5,22
86,22.85,77.52,396,4-2022,25-04-2022,2022,4,25,375.1,100,104.7,POINT (77.52 22.85),Ratapani WLS,1,41.3,23.5,33.2,0,0,10.5,20.5,22
87,23.52,79.32,428,4-2022,24-04-2022,2022,4,24,341.9,85,138.4,POINT (79.32 23.52),Noradehi WLS,2,41,24.4,32.9,0,0,9.4,23,11
88,22.91,77.5,485,4-2022,19-04-2022,2022,4,19,346.9,90,42.3,POINT (77.5 22.91),Ratapani WLS,1,39.9,26.4,33.1,0,0,14.1,27.4,82
89,22.91,77.51,555,4-2022,19-04-2022,2022,4,19,347.5,90,44.4,POINT (77.51 22.91),Ratapani WLS,2,39.6,26.5,32.7,0,0,13.4,28.1,81
90,22.23,80.93,715,4-2022,18-04-2022,2022,4,18,342.9,86,35,POINT (80.93 22.23),Kanha,2,39.2,25,32.2,0,0,11.9,22,109
91,25.51,77.84,551,4-2022,10-04-2022,2022,4,10,365,100,123.7,POINT (77.84 25.51),Madhav National Park,1,38.2,23.4,31,0,0,9.9,18,16
92,25.51,77.86,422,4-2022,10-04-2022,2022,4,10,349.2,92,65.7,POINT (77.86 25.51),Madhav National Park,0,40.5,27.6,33.1,0,8.3,16.1,32,74
93,22.7,74.87,387,4-2022,10-04-2022,2022,4,10,341.5,84,25.3,POINT (74.87 22.7),Sardarpur WLS,0,40.4,28.1,33.4,0,10.6,14.1,30.2,71
94,23.33,79.2,457,4-2022,05-04-2022,2022,4,5,340.3,81,22.5,POINT (79.2 23.33),Noradehi WLS,0,39.6,22.8,31.9,0,0,11.2,26.6,55
95,23.54,79.26,404,4-2022,02-04-2022,2022,4,2,340,85,74.1,POINT (79.26 23.54),Noradehi WLS,0,39.2,23.4,31.4,0,0,10.9,24.5,41
96,23.35,79.26,370,3-2022,31-03-2022,2022,3,31,347.7,89,45.9,POINT (79.26 23.35),Noradehi WLS,0,38.8,21.7,30.1,0,0,9.5,24.1,62
97,22.83,77.58,398,3-2022,31-03-2022,2022,3,31,353.3,95,47,POINT (77.58 22.83),Ratapani WLS,0,38.5,21.9,30.5,0,0,8.9,22.3,65
98,23.11,78.16,356,3-2022,31-03-2022,2022,3,31,345.2,87,32.4,POINT (78.16 23.11),Singhori WLS,0,38.8,22.2,30.7,0,0,8.9,22.3,65
99,23.12,78.17,453,3-2022,31-03-2022,2022,3,31,353.3,95,53.9,POINT (78.17 23.12),Singhori WLS,0,40,24.4,31.8,0,0,10,22.7,73
100,23.55,79.74,408,3-2022,31-03-2022,2022,3,31,340.6,83,29.6,POINT (79.74 23.55),Veerangana Durgawati WLS,0,39.7,28.4,33.6,0,0,11.1,22,66
101,23.55,79.76,421,3-2022,31-03-2022,2022,3,31,342.9,86,34.9,POINT (79.76 23.55),Veerangana Durgawati WLS,0,39.6,28.4,33.5,0,0,11.1,22,66
102,23.35,79.22,458,3-2022,30-03-2022,2022,3,30,343.9,87,93.3,POINT (79.22 23.35),Noradehi WLS,0,39.8,23.3,31.1,0,0,10.5,15.1,316
103,23.35,79.24,437,3-2022,30-03-2022,2022,3,30,350.1,93,131.2,POINT (79.24 23.35),Noradehi WLS,0,39.9,23.4,31.3,0,0,10.5,15.1,316
104,23.85,81.05,372,3-2022,29-03-2022,2022,3,29,350.05,93,215.35,POINT (81.05 23.85),Bandhavgarh Tiger Reserve,0,37.7,22.3,30.9,0,0,9.4,18.7,116
105,23.86,81.05,485,3-2022,29-03-2022,2022,3,29,342.7,86,144.3,POINT (81.05 23.86),Bandhavgarh Tiger Reserve,0,37.4,23.5,30.5,0,0,9.1,17.6,55
106,23.89,81.1,375,3-2022,29-03-2022,2022,3,29,348.5,92,41.7,POINT (81.1 23.89),Bandhavgarh Tiger Reserve,0,38.1,24.2,31.2,0,0,9.1,17.6,55
107,23.35,79.2,472,3-2022,29-03-2022,2022,3,29,363,100,216.5,POINT (79.2 23.35),Noradehi WLS,0,37.5,23.6,30.6,0,0,9.1,17.6,55
108,23.36,79.2,449,3-2022,29-03-2022,2022,3,29,339.1,81,56.8,POINT (79.2 23.36),Noradehi WLS,0,38,24.1,31.1,0,0,9.8,19.1,117
109,23.37,79.2,452,3-2022,29-03-2022,2022,3,29,343.3,87,27.7,POINT (79.2 23.37),Noradehi WLS,0,39.9,22.7,30.8,0,0,11,19.8,272
110,23.85,81.05,457,3-2022,29-03-2022,2022,3,29,350.05,93,215.35,POINT (81.05 23.85),Panpatha WLS,0,39.9,22.7,30.8,0,0,11,19.8,272
111,23.86,81.05,424,3-2022,29-03-2022,2022,3,29,342.7,86,144.3,POINT (81.05 23.86),Panpatha WLS,0,40.1,22.9,31,0,0,11,19.8,272
112,23.89,81.1,428,3-2022,29-03-2022,2022,3,29,348.5,92,41.7,POINT (81.1 23.89),Panpatha WLS,1,37.7,21.5,30.1,0,0,9.6,22.3,249
113,22.85,77.52,428,3-2022,29-03-2022,2022,3,29,338.7,82,23,POINT (77.52 22.85),Ratapani WLS,1,37.7,21.5,30.1,0,0,9.6,22.3,249
114,22.85,77.72,418,3-2022,29-03-2022,2022,3,29,312.6,85,8.8,POINT (77.72 22.85),Ratapani WLS,1,37.7,21.5,30.1,0,0,9.6,22.3,249
115,22.86,77.72,418,3-2022,29-03-2022,2022,3,29,312.6,84,9.1,POINT (77.72 22.86),Ratapani WLS,1,37.7,21.5,30.1,0,0,9.6,22.3,249
116,22.88,77.7,397,3-2022,29-03-2022,2022,3,29,340.6,84,25.6,POINT (77.7 22.88),Ratapani WLS,1,38.4,20.5,29.9,0,0,9.2,20.2,224
117,22.93,77.43,397,3-2022,29-03-2022,2022,3,29,342.1,84,36.5,POINT (77.43 22.93),Ratapani WLS,1,38.4,20.5,29.9,0,0,9.2,20.2,224
118,23.68,80.85,548,3-2022,28-03-2022,2022,3,28,349.2,92,48.2,POINT (80.85 23.68),Bandhavgarh Tiger Reserve,0,37.5,22.4,30.2,0,0,14.8,32,17
119,23.81,81.01,497,3-2022,28-03-2022,2022,3,28,358,98,72.1,POINT (81.01 23.81),Bandhavgarh Tiger Reserve,0,37.9,22.7,30.6,0,0,14.8,32,17
120,23.81,81.02,404,3-2022,28-03-2022,2022,3,28,361.1,100,82,POINT (81.02 23.81),Bandhavgarh Tiger Reserve,0,37.8,20.4,28.9,0,0,12.4,28.8,8
121,23.83,81.06,496,3-2022,28-03-2022,2022,3,28,383.3,100,172.4,POINT (81.06 23.83),Bandhavgarh Tiger Reserve,0,37.2,19.8,28.3,0,0,12.4,28.8,8
122,23.87,81.07,433,3-2022,28-03-2022,2022,3,28,358.4,99,71.8,POINT (81.07 23.87),Bandhavgarh Tiger Reserve,0,37.3,19.8,29,0,0,10.5,23.4,346
123,23.91,81.09,456,3-2022,28-03-2022,2022,3,28,349.6,92,48.9,POINT (81.09 23.91),Bandhavgarh Tiger Reserve,0,37.9,20.8,30.3,0,0,10.1,22.3,344
124,23.81,81.01,456,3-2022,28-03-2022,2022,3,28,358,98,72.1,POINT (81.01 23.81),Panpatha WLS,0,37.9,20.8,30.3,0,0,10.1,22.3,344
