location_id,lat_adj,lon_adj,elevation,Month_Year,acq_date,acq_year,acq_month,acq_day,brightness,confidence,frp,geometry,name,weather_code,temp_max (°C),temp_min (°C),temp_mean (°C),precipitation (mm),rain (mm),wind_speed_max (km/h),wind_gusts_max (km/h),wind_direction_dominant (°N)
125,23.81,81.02,460,3-2022,28-03-2022,2022,3,28,361.1,100,82,POINT (81.02 23.81),Panpatha WLS,0,37.9,20.8,30.2,0,0,10.1,22.3,344
126,23.83,81.06,460,3-2022,28-03-2022,2022,3,28,383.3,100,172.4,POINT (81.06 23.83),Panpatha WLS,0,37.9,20.8,30.2,0,0,10.1,22.3,344
127,23.87,81.07,416,3-2022,28-03-2022,2022,3,28,358.4,99,71.8,POINT (81.07 23.87),Panpatha WLS,0,38.1,21.1,30.5,0,0,10.1,22.3,344
128,23.91,81.09,416,3-2022,28-03-2022,2022,3,28,349.6,92,48.9,POINT (81.09 23.91),Panpatha WLS,0,38.1,21.1,30.5,0,0,10.1,22.3,344
129,22.92,77.48,431,3-2022,28-03-2022,2022,3,28,340.7,83,56.5,POINT (77.48 22.92),Ratapani WLS,0,36.8,19.8,29.1,0,0,10.4,19.4,338
130,22.92,77.49,431,3-2022,28-03-2022,2022,3,28,339.7,82,54.7,POINT (77.49 22.92),Ratapani WLS,0,36.8,19.8,29.1,0,0,10.4,19.4,338
131,23.13,78.13,428,3-2022,28-03-2022,2022,3,28,310.9,81,11.1,POINT (78.13 23.13),Singhori WLS,0,37.7,19.1,29,0,0,9.2,17.6,326
132,23.13,78.14,428,3-2022,28-03-2022,2022,3,28,346.4,89,65,POINT (78.14 23.13),Singhori WLS,0,37.7,19.1,29,0,0,9.2,17.6,326
133,22.82,76.88,485,3-2022,27-03-2022,2022,3,27,316.8,94,18.4,POINT (76.88 22.82),Kheoni WLS,0,37.6,20.7,28.9,0,0,13.7,25.9,19
134,22.88,77.48,437,3-2022,27-03-2022,2022,3,27,340.8,84.5,24.75,POINT (77.48 22.88),Ratapani WLS,0,37.1,20.6,29.5,0,0,13.7,25.6,29
135,22.98,77.46,498,3-2022,27-03-2022,2022,3,27,340.9,85,28,POINT (77.46 22.98),Ratapani WLS,0,37.4,19.3,28.8,0,0,10.8,23.4,26
136,23.53,79.25,390,3-2022,26-03-2022,2022,3,26,349.6,92,38.1,POINT (79.25 23.53),Noradehi WLS,2,38.4,22.8,30.8,0,0,11.2,23.8,21
137,23.62,79.31,436,3-2022,26-03-2022,2022,3,26,346.2,89,30.3,POINT (79.31 23.62),Noradehi WLS,2,38.1,22.5,30.5,0,0,11.2,23.8,21
138,23.63,79.31,468,3-2022,26-03-2022,2022,3,26,340.1,82,20.1,POINT (79.31 23.63),Noradehi WLS,2,37.1,22.9,29.9,0,0,13.6,25.2,17
139,22.83,77.64,472,3-2022,26-03-2022,2022,3,26,348.2,91,44.5,POINT (77.64 22.83),Ratapani WLS,2,37.6,22.1,30.1,0,0,13,24.5,7
140,22.84,77.64,496,3-2022,26-03-2022,2022,3,26,357.4,98,71.1,POINT (77.64 22.84),Ratapani WLS,2,35.7,21.8,29.3,0,0,11.2,24.5,6
141,22.86,77.65,539,3-2022,26-03-2022,2022,3,26,339.8,83,23.8,POINT (77.65 22.86),Ratapani WLS,2,35.7,22,29.1,0,0,10.8,24.5,8
142,22.88,77.7,414,3-2022,26-03-2022,2022,3,26,348.1,91,44.9,POINT (77.7 22.88),Ratapani WLS,2,37.8,23.4,30.3,0,0,10.8,25.9,353
143,23.2,78.17,386,3-2022,26-03-2022,2022,3,26,340.5,82,25.5,POINT (78.17 23.2),Singhori WLS,2,37.9,23.4,30.5,0,0,11.9,25.2,349
144,23.27,78.22,409,3-2022,26-03-2022,2022,3,26,344.2,87,32.2,POINT (78.22 23.27),Singhori WLS,2,37.5,23,30,0,0,11.2,23.4,346
145,22.85,76.9,437,3-2022,25-03-2022,2022,3,25,354.7,97,79.3,POINT (76.9 22.85),Kheoni WLS,2,36.4,24.6,30.6,0,0,13.4,24.8,17
146,23.14,79.29,339,3-2022,24-03-2022,2022,3,24,341.2,86,28.6,POINT (79.29 23.14),Noradehi WLS,2,36.8,24.4,30.3,0,0,12.5,22.7,38
147,22.87,77.43,378,3-2022,24-03-2022,2022,3,24,338.2,81,17.5,POINT (77.43 22.87),Ratapani WLS,2,36.6,24.1,30.1,0,0,12.5,22.7,38
148,22.89,77.44,507,3-2022,24-03-2022,2022,3,24,345.7,89,32.3,POINT (77.44 22.89),Ratapani WLS,2,35.7,22.4,29.3,0,0,11.6,22.3,30
149,22.93,77.6,552,3-2022,24-03-2022,2022,3,24,339.3,82,22.8,POINT (77.6 22.93),Ratapani WLS,2,34.6,22.7,28.7,0,0,9.4,24.1,34
150,22.94,77.75,371,3-2022,24-03-2022,2022,3,24,339.2,82,22.2,POINT (77.75 22.94),Ratapani WLS,2,36.7,23.1,30.3,0,0,9.4,23,41
151,23.12,78.12,537,3-2022,24-03-2022,2022,3,24,339.8,83,24.1,POINT (78.12 23.12),Singhori WLS,2,37.6,23,30.7,0,0,12.2,27.4,35
152,23.18,79.32,528,3-2022,22-03-2022,2022,3,22,348.2,92,77.5,POINT (79.32 23.18),Noradehi WLS,0,35,21.3,28.6,0,0,10.1,21.2,358
153,22.85,77.67,488,3-2022,22-03-2022,2022,3,22,350.7,93,62.5,POINT (77.67 22.85),Ratapani WLS,0,35.3,21.6,28.9,0,0,10.1,21.2,358
154,22.86,77.66,446,3-2022,22-03-2022,2022,3,22,338.9,81,29,POINT (77.66 22.86),Ratapani WLS,2,36.7,20.7,29.4,0,0,12.8,23.8,15
155,22.88,77.41,509,3-2022,22-03-2022,2022,3,22,312.4,85,10.5,POINT (77.41 22.88),Ratapani WLS,1,35.1,20.7,28.7,0,0,11.5,21.2,32
156,22.91,77.63,519,3-2022,22-03-2022,2022,3,22,338.1,80,27.9,POINT (77.63 22.91),Ratapani WLS,0,36.4,21,28.9,0,0,7.8,16.2,105
157,22.83,77.62,610,3-2022,21-03-2022,2022,3,21,336.9,83,69.2,POINT (77.62 22.83),Ratapani WLS,2,35.6,20.7,27.8,0,0,10.8,22.3,19
158,22.95,77.79,569,3-2022,21-03-2022,2022,3,21,313.3,87,10.7,POINT (77.79 22.95),Ratapani WLS,2,35.6,22.4,28.2,0,0,9.9,16.9,315
159,22.8,76.77,462,3-2022,20-03-2022,2022,3,20,339.4,85,21.7,POINT (76.77 22.8),Kheoni WLS,2,37.5,23.3,29.8,0,0,17.8,33.8,331
160,22.83,76.8,454,3-2022,20-03-2022,2022,3,20,315.2,91,11.8,POINT (76.8 22.83),Kheoni WLS,2,37.6,23.4,29.8,0,0,17.8,33.8,331
161,22.84,76.81,459,3-2022,20-03-2022,2022,3,20,338.5,84,21.1,POINT (76.81 22.84),Kheoni WLS,2,37.5,23.3,29.8,0,0,17.8,33.8,331
162,22.89,77.38,375,3-2022,20-03-2022,2022,3,20,334.7,80,16.9,POINT (77.38 22.89),Ratapani WLS,2,37.9,21.2,29.4,0,0,11.3,22.3,315
163,23.26,78.17,511,3-2022,20-03-2022,2022,3,20,337.1,83,75.2,POINT (78.17 23.26),Singhori WLS,2,35.3,22,28.7,0,0,12.7,24.8,289
164,22.86,76.87,504,3-2022,19-03-2022,2022,3,19,311.8,83,13.1,POINT (76.87 22.86),Kheoni WLS,1,35.6,21.6,28.9,0,0,13.6,27.4,295
165,22.86,77.46,457,3-2022,18-03-2022,2022,3,18,336.6,82,25.1,POINT (77.46 22.86),Ratapani WLS,0,36.8,21,29.4,0,0,8.5,15.1,253
166,22.77,77.56,316,3-2022,17-03-2022,2022,3,17,348.8,92,39.5,POINT (77.56 22.77),Ratapani WLS,1,39.3,20.5,30.3,0,0,6.6,19.8,312
167,22.85,77.45,461,3-2022,17-03-2022,2022,3,17,340.4,83,23.3,POINT (77.45 22.85),Ratapani WLS,1,37.4,21.3,29.2,0,0,7.1,17.6,329
168,22.85,77.46,424,3-2022,17-03-2022,2022,3,17,338.9,82,20.5,POINT (77.46 22.85),Ratapani WLS,1,37.6,21.5,29.4,0,0,7.1,17.6,329
169,22.87,77.54,607,3-2022,17-03-2022,2022,3,17,337.5,80,17.8,POINT (77.54 22.87),Ratapani WLS,1,35.8,19.7,28.3,0,0,8.5,19.8,299
170,22.9,77.72,492,3-2022,17-03-2022,2022,3,17,344.1,87,29.3,POINT (77.72 22.9),Ratapani WLS,1,36.7,21.4,29.2,0,0,9.1,20.2,295
171,22.91,77.72,506,3-2022,17-03-2022,2022,3,17,348.5,91,39.5,POINT (77.72 22.91),Ratapani WLS,1,36.6,21.3,29.1,0,0,9.1,20.2,295
172,22.97,77.43,478,3-2022,17-03-2022,2022,3,17,346.9,90,35.2,POINT (77.43 22.97),Ratapani WLS,1,37.4,21.5,29.4,0,0,8.2,17.6,299
173,22.91,77.72,506,3-2022,16-03-2022,2022,3,16,311.8,83,12.3,POINT (77.72 22.91),Ratapani WLS,1,36.1,20,28.5,0,0,9.2,16.9,58
174,22.92,77.71,534,3-2022,16-03-2022,2022,3,16,317.9,96,20,POINT (77.71 22.92),Ratapani WLS,1,36.1,19.3,27.9,0,0,10.9,16.6,119
175,25.57,77.8,423,3-2022,15-03-2022,2022,3,15,359.5,99,88,POINT (77.8 25.57),Madhav National Park,1,36.4,19,27.9,0,0,10.7,27,96
176,25.57,77.81,405,3-2022,15-03-2022,2022,3,15,344.2,89,43.7,POINT (77.81 25.57),Madhav National Park,1,36.5,19.1,28,0,0,10.7,27,96
177,24.57,82.45,388,3-2022,12-03-2022,2022,3,12,337.1,84,21.9,POINT (82.45 24.57),Bagdara WLS,0,31.2,16.6,23.7,0,0,9.7,23.8,55
178,22.89,76.89,533,3-2022,06-03-2022,2022,3,6,343.2,86.5,38.55,POINT (76.89 22.89),Kheoni WLS,0,30.8,16.5,23.1,0,0.3,11.2,26.3,70
179,22.85,77.68,518,2-2022,22-02-2022,2022,2,22,331.9,82,21.2,POINT (77.68 22.85),Ratapani WLS,0,29.5,15.4,23.4,0,0.4,10.1,22.3,322
180,22.85,77.7,557,2-2022,22-02-2022,2022,2,22,331.5,81,21.2,POINT (77.7 22.85),Ratapani WLS,0,29.3,15.7,23,0,0.2,9.7,23.4,324
181,25.89,77.14,600,2-2022,06-02-2022,2022,2,6,329.3,83,26.1,POINT (77.14 25.89),Kuno WLS,0,24,10.2,16.2,0,4.3,11.3,24.8,267
182,25.9,77.15,220,2-2022,06-02-2022,2022,2,6,339.2,90,41.8,POINT (77.15 25.9),Kuno WLS,0,23.6,7.5,14.5,0,0,9.7,23,252
183,22.82,77.6,216,2-2022,06-02-2022,2022,2,6,331.6,84,27,POINT (77.6 22.82),Ratapani WLS,0,23.6,7.5,14.5,0,0,9.7,23,252
184,22.14,80.88,767,2-2022,04-02-2022,2022,2,4,330.4,85,45.6,POINT (80.88 22.14),Kanha,1,21.6,11.7,16.5,0,10.5,7.3,22.7,102
185,22.14,80.9,842,2-2022,04-02-2022,2022,2,4,330.4,85,45.8,POINT (80.9 22.14),Kanha,1,21,11.4,16.1,0,9.2,7.2,25.2,88
186,22.9,77.48,472,2-2022,02-02-2022,2022,2,2,346.2,93,78,POINT (77.48 22.9),Ratapani WLS,0,26.6,15.3,20.4,0,12.9,10.9,24.8,252
187,22.9,77.5,522,2-2022,02-02-2022,2022,2,2,333.7,85,44.3,POINT (77.5 22.9),Ratapani WLS,0,26.3,15,20,0,12.9,10.9,24.8,252
188,23.57,79.27,381,2-2022,01-02-2022,2022,2,1,327,81,32.2,POINT (79.27 23.57),Noradehi WLS,0,27.5,10.5,18.5,0,1.8,10.9,31.3,239
189,22.17,80.94,729,1-2022,28-01-2022,2022,1,28,327.5,83,31.7,POINT (80.94 22.17),Kanha,0,20,6.5,12.5,0,2.5,8.3,28.1,262
190,23.26,79.22,493,5-2021,07-05-2021,2021,5,7,327.8,100,22.8,POINT (79.22 23.26),Noradehi WLS,1,39.2,27.5,33.1,0,0.5,14.8,28.8,14
191,23.27,79.23,475,5-2021,07-05-2021,2021,5,7,318.3,96,12.7,POINT (79.23 23.27),Noradehi WLS,1,39.6,27.7,33.3,0,0.4,13.9,26.3,21
192,22.64,78.26,385,5-2021,06-05-2021,2021,5,6,340.3,81,37.2,POINT (78.26 22.64),Pachmarhi WLS/Tiger Reserve,1,39.6,29.4,34,0,2.6,14.7,35.3,219
193,23.26,79.23,479,5-2021,04-05-2021,2021,5,4,345,87,26.7,POINT (79.23 23.26),Noradehi WLS,1,36.7,23.5,30.7,0,0,9.5,16.2,87
194,23.38,79.18,430,4-2021,30-04-2021,2021,4,30,314.9,89,12.1,POINT (79.18 23.38),Noradehi WLS,1,40.3,22.8,32.8,0,0,9.1,21.2,36
195,23.39,79.17,395,4-2021,30-04-2021,2021,4,30,316.2,92,12.9,POINT (79.17 23.39),Noradehi WLS,1,40.7,24.7,33.5,0,0,9.2,22.7,41
196,23.59,79.25,414,4-2021,30-04-2021,2021,4,30,319.7,99,15.4,POINT (79.25 23.59),Noradehi WLS,1,40.8,23.7,32.8,0,0,9.3,22.7,32
197,23.59,79.26,400,4-2021,30-04-2021,2021,4,30,321.2,100,17.2,POINT (79.26 23.59),Noradehi WLS,1,40.9,23.8,32.9,0,0,9.3,22.7,32
198,23.59,79.28,378,4-2021,30-04-2021,2021,4,30,322,100,18.4,POINT (79.28 23.59),Noradehi WLS,1,41,23.9,33.1,0,0,9.3,22.7,32
199,23.6,79.26,425,4-2021,30-04-2021,2021,4,30,313.6,87,9.1,POINT (79.26 23.6),Noradehi WLS,1,40.7,23.6,32.8,0,0,9.3,22.7,32
200,23.6,79.27,408,4-2021,30-04-2021,2021,4,30,311.5,82,7.9,POINT (79.27 23.6),Noradehi WLS,1,40.8,23.7,32.9,0,0,9.3,22.7,32
201,24.6,75.48,396,4-2021,29-04-2021,2021,4,29,347.8,90,27.2,POINT (75.48 24.6),Gandhi Sagar WLS,2,40.6,24.1,32.7,0,0,11.3,23.8,34
202,25.53,77.82,490,4-2021,29-04-2021,2021,4,29,344,85,65.5,POINT (77.82 25.53),Madhav National Park,1,39,25.4,32.6,0,0,11,24.5,41
203,23.44,79.18,447,4-2021,29-04-2021,2021,4,29,341.3,82,29.3,POINT (79.18 23.44),Noradehi WLS,1,40.8,25,33.9,0,0,9.5,17.3,36
204,24.53,79.82,478,4-2021,28-04-2021,2021,4,28,381.2,100,289.2,POINT (79.82 24.53),Panna,0,39.6,22.5,32.1,0,0,11.4,23,68
205,24.53,79.83,345,4-2021,28-04-2021,2021,4,28,311.6,82,8.5,POINT (79.83 24.53),Panna,0,40.5,23.4,33,0,0,11.4,23,68
206,24.54,79.82,409,4-2021,28-04-2021,2021,4,28,352.4,94,86.5,POINT (79.82 24.54),Panna,2,40.4,23.8,32.7,0,0,11.3,23.4,77
207,24.55,79.79,313,4-2021,28-04-2021,2021,4,28,311.5,81,9.2,POINT (79.79 24.55),Panna,2,41.1,24.5,33.3,0,0,11.3,23.4,77
208,24.55,79.8,415,4-2021,28-04-2021,2021,4,28,343.5,85,48,POINT (79.8 24.55),Panna,2,40.4,23.8,32.6,0,0,11.3,23.4,77
209,24.56,79.81,264,4-2021,28-04-2021,2021,4,28,316.3,92,13.6,POINT (79.81 24.56),Panna,2,41.4,24.8,33.6,0,0,11.3,23.4,77
210,24.61,80.12,458,4-2021,28-04-2021,2021,4,28,415,100,671.4,POINT (80.12 24.61),Panna,2,38.7,22.8,31.3,0,0,10.2,24.1,64
211,24.62,80.1,472,4-2021,28-04-2021,2021,4,28,370.2,100,186.2,POINT (80.1 24.62),Panna,2,38.6,22.7,31.3,0,0,10.2,24.1,64
212,24.62,80.11,482,4-2021,28-04-2021,2021,4,28,380.9,100,260.2,POINT (80.11 24.62),Panna,2,38.6,22.6,31.2,0,0,10.2,24.1,64
213,24.62,80.12,475,4-2021,28-04-2021,2021,4,28,383,100,278.6,POINT (80.12 24.62),Panna,2,38.6,22.6,31.2,0,0,10.2,24.1,64
214,24.62,80.13,453,4-2021,28-04-2021,2021,4,28,347.1,89,51.6,POINT (80.13 24.62),Panna,1,40,22.6,31.9,0,0,10.7,22.7,56
215,24.63,80.09,480,4-2021,28-04-2021,2021,4,28,351.5,93,80.3,POINT (80.09 24.63),Panna,2,38.6,22.6,31.2,0,0,10.2,24.1,64
216,24.63,80.1,478,4-2021,28-04-2021,2021,4,28,373.6,100,210,POINT (80.1 24.63),Panna,2,38.6,22.6,31.2,0,0,10.2,24.1,64
217,24.63,80.11,478,4-2021,28-04-2021,2021,4,28,370.3,100,182.8,POINT (80.11 24.63),Panna,2,38.6,22.6,31.2,0,0,10.2,24.1,64
218,24.63,80.12,462,4-2021,28-04-2021,2021,4,28,354.9,96,89.8,POINT (80.12 24.63),Panna,2,38.7,22.7,31.3,0,0,10.2,24.1,64
219,25.51,77.8,481,4-2021,26-04-2021,2021,4,26,344.3,86,41,POINT (77.8 25.51),Madhav National Park,1,38.1,24,31.3,0,0.1,13.8,31,44
220,23.39,79.24,420,4-2021,26-04-2021,2021,4,26,345.3,87,31.2,POINT (79.24 23.39),Noradehi WLS,1,38,21.4,30.2,0,0,12.2,26.6,30
221,23.63,79.29,385,4-2021,26-04-2021,2021,4,26,358.2,98,72.4,POINT (79.29 23.63),Noradehi WLS,1,37.9,21.2,30.3,0,0,9.9,23,32
222,23.63,79.31,409,4-2021,26-04-2021,2021,4,26,340.5,81,22.7,POINT (79.31 23.63),Noradehi WLS,1,37.7,21.1,30.2,0,0,9.9,23,32
223,22.89,77.53,412,4-2021,26-04-2021,2021,4,26,344.4,86,55.5,POINT (77.53 22.89),Ratapani WLS,1,38.5,22,31.1,0,0,9.4,16.9,321
224,25.48,77.78,383,4-2021,24-04-2021,2021,4,24,339.4,81,17.3,POINT (77.78 25.48),Madhav National Park,1,36,23.4,29.8,0,0.4,9,21.2,51
225,24.69,79.96,254,4-2021,23-04-2021,2021,4,23,310.8,81,9.5,POINT (79.96 24.69),Panna,1,38.2,22.3,31,0,0,7.9,20.5,36
226,25.61,78.11,405,4-2021,22-04-2021,2021,4,22,357.7,98,68.8,POINT (78.11 25.61),Karera WLS,0,35.5,21.6,28.8,0,0.2,12.4,26.3,45
227,25.62,78.1,416,4-2021,22-04-2021,2021,4,22,344.2,86,33.5,POINT (78.1 25.62),Karera WLS,0,35.4,21.5,28.7,0,0.2,12.4,26.3,45
228,25.48,77.79,236,4-2021,22-04-2021,2021,4,22,345.1,87,28.2,POINT (77.79 25.48),Madhav National Park,0,36.4,21.7,29.2,0,0,12.2,24.1,33
229,25.48,77.8,238,4-2021,22-04-2021,2021,4,22,340.3,80,18.6,POINT (77.8 25.48),Madhav National Park,0,36.4,21.7,29.2,0,0,12.2,24.1,33
230,22.38,80.6,563,4-2021,19-04-2021,2021,4,19,336.9,80,34.5,POINT (80.6 22.38),Kanha,1,36.9,23.1,30.1,0,0,11,20.2,115
231,25.66,78.16,229,4-2021,19-04-2021,2021,4,19,326.8,100,28.5,POINT (78.16 25.66),Karera WLS,1,39.4,22.4,31.8,0,0,9.5,22.3,97
232,25.66,78.17,229,4-2021,19-04-2021,2021,4,19,317.6,95,17.3,POINT (78.17 25.66),Karera WLS,1,39.4,22.4,31.8,0,0,9.5,22.3,97
233,23.59,80.98,555,4-2021,18-04-2021,2021,4,18,356.5,97,76.2,POINT (80.98 23.59),Bandhavgarh Tiger Reserve,1,36,23.9,30.4,0,0,12.9,28.8,76
234,22.91,77.51,492,4-2021,18-04-2021,2021,4,18,354.2,95,49,POINT (77.51 22.91),Ratapani WLS,1,36.5,24.4,30.7,0,0,12.9,28.8,76
235,22.91,77.52,486,4-2021,18-04-2021,2021,4,18,349.4,91,38.1,POINT (77.52 22.91),Ratapani WLS,1,36.4,24.3,30.8,0,0,12.9,28.8,76
236,22.91,77.58,505,4-2021,18-04-2021,2021,4,18,346.8,89,34.6,POINT (77.58 22.91),Ratapani WLS,0,35.7,24.2,30.3,0,0,10.7,18.7,73
237,24.67,75.44,422,4-2021,14-04-2021,2021,4,14,312.7,86,20.4,POINT (75.44 24.67),Gandhi Sagar WLS,3,36.4,24,30.2,0,0,9.5,24.8,100
238,25.44,77.88,369,4-2021,14-04-2021,2021,4,14,352.1,95,101.3,POINT (77.88 25.44),Madhav National Park,1,37.5,23.5,31.3,0,0,9.7,24.1,82
239,24.76,80.1,390,4-2021,14-04-2021,2021,4,14,318.7,81,16.1,POINT (80.1 24.76),Panna,3,38.8,23.2,31.6,0,0,9.7,18,94
240,25.41,77.88,484,4-2021,13-04-2021,2021,4,13,340.5,81,27.2,POINT (77.88 25.41),Madhav National Park,2,36.9,23.4,30.9,0,0,10,20.2,109
241,25.42,77.88,469,4-2021,13-04-2021,2021,4,13,343.9,85,37,POINT (77.88 25.42),Madhav National Park,2,37,23.5,31,0,0,10,20.2,109
242,25.43,77.88,441,4-2021,13-04-2021,2021,4,13,346.5,88,45.2,POINT (77.88 25.43),Madhav National Park,0,37.4,22.2,30.8,0,0,8.8,19.8,100
243,23.37,79.21,421,4-2021,13-04-2021,2021,4,13,370.5,100,164.4,POINT (79.21 23.37),Noradehi WLS,0,37.5,22.3,30.9,0,0,8.8,19.8,100
244,23.37,79.23,436,4-2021,13-04-2021,2021,4,13,353,94,76.2,POINT (79.23 23.37),Noradehi WLS,0,37.4,22.2,30.8,0,0,8.8,19.8,100
245,23.38,79.21,393,4-2021,13-04-2021,2021,4,13,359.6,99,106.3,POINT (79.21 23.38),Noradehi WLS,1,39,23.6,31.5,0,0,9.2,17.3,92
246,23.03,77.42,361,4-2021,13-04-2021,2021,4,13,344.45,85,31.1,POINT (77.42 23.03),Ratapani WLS,1,39.2,23.8,31.7,0,0,9.2,17.3,92
247,23.03,77.43,390,4-2021,13-04-2021,2021,4,13,345.7,87,33.9,POINT (77.43 23.03),Ratapani WLS,1,39,23.6,31.5,0,0,9.2,17.3,92
248,23.25,78.18,420,4-2021,11-04-2021,2021,4,11,335.8,82,20.2,POINT (78.18 23.25),Singhori WLS,53,35.1,23.9,28.3,0.6,0,9.3,18,352
249,22.11,80.92,768,4-2021,08-04-2021,2021,4,8,356.8,98,62.6,POINT (80.92 22.11),Kanha,1,35.8,23.4,30,0,0,9.4,24.5,94
250,23.22,79.2,495,4-2021,08-04-2021,2021,4,8,352.7,84,47.1,POINT (79.2 23.22),Noradehi WLS,1,37.6,23.8,31.2,0,0,11.5,25.9,39
251,23.23,79.41,455,4-2021,08-04-2021,2021,4,8,354.2,95,43.7,POINT (79.41 23.23),Noradehi WLS,1,38.3,23.5,30.9,0,0,9.1,22.7,28
252,23.24,79.4,445,4-2021,08-04-2021,2021,4,8,350.3,86,36.6,POINT (79.4 23.24),Noradehi WLS,1,38.4,23.6,31,0,0,9.1,22.7,28
