location_id,lat_adj,lon_adj,elevation,Month_Year,acq_date,acq_year,acq_month,acq_day,brightness,confidence,frp,geometry,name,weather_code,temp_max (°C),temp_min (°C),temp_mean (°C),precipitation (mm),rain (mm),wind_speed_max (km/h),wind_gusts_max (km/h),wind_direction_dominant (°N)
380,23.27,79.41,470,2-2021,12-02-2021,2021,2,12,331.3,82,19.2,POINT (79.41 23.27),Noradehi WLS,1,29.4,13.3,21.3,0,6.7,10.7,25.6,138
381,24.72,80.05,288,2-2021,10-02-2021,2021,2,10,337.2,88,39.4,POINT (80.05 24.72),Panna,1,27.6,13.7,20,0,8.5,11.3,25.2,77
382,23.64,79.27,488,2-2021,03-02-2021,2021,2,3,351,96,55.7,POINT (79.27 23.64),Noradehi WLS,0,27.2,12.3,19.4,0,54.2,16.9,35.6,269
383,22.99,77.82,409,2-2021,03-02-2021,2021,2,3,331.3,82,24.5,POINT (77.82 22.99),Ratapani WLS,1,28.3,10.2,18.9,0,49,14.3,30.6,296
384,25.71,77.2,457,1-2021,30-01-2021,2021,1,30,332.1,86,46.8,POINT (77.2 25.71),Kuno WLS,0,22.2,8.8,14.7,0,36.9,11.8,22.3,266
385,22.87,77.47,229,1-2021,30-01-2021,2021,1,30,337.8,90,53.9,POINT (77.47 22.87),Ratapani WLS,0,22.4,5.9,13.7,0,2.8,10.8,24.1,37
386,25.82,77.15,257,1-2021,29-01-2021,2021,1,29,330.3,86,67.6,POINT (77.15 25.82),Kuno WLS,0,20.1,9.1,13.7,0,7.1,8.4,22.7,57
387,25.83,77.14,243,1-2021,29-01-2021,2021,1,29,326.7,83,54.9,POINT (77.14 25.83),Kuno WLS,0,20.2,9.2,13.8,0,7.1,8.4,22.7,57
388,25.83,77.16,243,1-2021,29-01-2021,2021,1,29,327.9,84,58.8,POINT (77.16 25.83),Kuno WLS,0,20.2,9.2,13.8,0,7.1,8.4,22.7,57
389,25.84,77.14,242,1-2021,29-01-2021,2021,1,29,328.4,84,60.6,POINT (77.14 25.84),Kuno WLS,0,20.2,9.2,13.8,0,7.1,8.4,22.7,57
390,22.85,77.67,528,1-2021,25-01-2021,2021,1,25,332.9,86,24.5,POINT (77.67 22.85),Ratapani WLS,0,23,12.5,17.1,0,27.7,10.2,24.8,270
391,22.85,77.68,518,1-2021,25-01-2021,2021,1,25,334.6,87,27,POINT (77.68 22.85),Ratapani WLS,0,23.1,12.6,17.2,0,27.7,10.2,24.8,270
392,22.88,77.66,458,1-2021,18-01-2021,2021,1,18,327.3,81,20.5,POINT (77.66 22.88),Ratapani WLS,2,26,16.6,21,0,7.9,18.1,37.1,242
393,22.77,77.57,351,1-2021,16-01-2021,2021,1,16,339.1,90,37.8,POINT (77.57 22.77),Ratapani WLS,0,27.1,14.2,20,0,26.1,13,28.8,297
394,22.81,77.71,384,12-2020,22-12-2020,2020,12,22,326.8,81,24.7,POINT (77.71 22.81),Ratapani WLS,1,24.3,10.5,16.4,0,26.5,24.9,49.7,254
395,23.54,79.32,384,5-2020,23-05-2020,2020,5,23,340.5,80,10.4,POINT (79.32 23.54),Noradehi WLS,1,42.8,28.1,36.2,0,0,20.5,40,325
396,23.54,79.33,402,5-2020,23-05-2020,2020,5,23,340.8,81,10.8,POINT (79.33 23.54),Noradehi WLS,1,42.7,28,36.1,0,0,24.9,52.6,343
397,22.95,77.45,505,5-2020,02-05-2020,2020,5,2,315.1,87,9.1,POINT (77.45 22.95),Ratapani WLS,1,39.7,28.9,33.9,0,0,19.7,42.1,355
398,23.18,79.23,508,5-2020,01-05-2020,2020,5,1,345.3,87,31.2,POINT (79.23 23.18),Noradehi WLS,1,39.8,25.6,32.8,0,0,13.4,29.2,305
399,25.6,78.05,251,4-2020,21-04-2020,2020,4,21,339.6,80,20,POINT (78.05 25.6),Karera WLS,1,34,22.5,28,0,5.3,16.1,34.6,280
400,23.52,79.33,430,4-2020,19-04-2020,2020,4,19,334.6,80,18.6,POINT (79.33 23.52),Noradehi WLS,1,37.3,26.4,31.2,0,0.2,30.2,60.1,222
401,23.55,79.27,410,4-2020,19-04-2020,2020,4,19,339.3,85,24.2,POINT (79.27 23.55),Noradehi WLS,1,37.5,26.5,31.3,0,0.4,15.2,45.7,300
402,23.55,79.29,405,4-2020,19-04-2020,2020,4,19,342.8,88,32.3,POINT (79.29 23.55),Noradehi WLS,1,37.5,26.5,31.3,0,0.4,15.2,45.7,300
403,23.24,79.15,538,4-2020,18-04-2020,2020,4,18,317.2,95,13.5,POINT (79.15 23.24),Noradehi WLS,1,37.3,25,31.6,0,0,11.5,27.7,37
404,23.24,79.16,525,4-2020,18-04-2020,2020,4,18,313.1,86,9.8,POINT (79.16 23.24),Noradehi WLS,1,37.4,25.1,31.6,0,0,15,31.3,67
405,23.7,80.96,471,4-2020,17-04-2020,2020,4,17,338.4,81,23.3,POINT (80.96 23.7),Bandhavgarh Tiger Reserve,2,39,24.6,32,0,0,25.1,50,90
406,23.5,79.3,413,4-2020,16-04-2020,2020,4,16,345.6,88,48.8,POINT (79.3 23.5),Noradehi WLS,1,39.9,25.1,32.8,0,6.3,18.2,49.7,207
407,22.87,77.55,532,4-2020,15-04-2020,2020,4,15,316.1,93,15,POINT (77.55 22.87),Ratapani WLS,2,36.6,24.3,31.4,0,0,16.9,41.4,248
408,24.65,80.01,389,4-2020,14-04-2020,2020,4,14,339.5,85,21,POINT (80.01 24.65),Panna,2,35.8,24.9,31,0,0,19.2,43.2,252
409,22.83,77.69,423,4-2020,12-04-2020,2020,4,12,340.9,81,21.7,POINT (77.69 22.83),Ratapani WLS,0,38.2,23.1,30.9,0,0,18.4,41,259
410,22.86,77.5,450,4-2020,12-04-2020,2020,4,12,340.4,80,19.6,POINT (77.5 22.86),Ratapani WLS,0,37.4,25,31.4,0,0,18.6,49,298
411,22.86,77.51,397,4-2020,12-04-2020,2020,4,12,344.4,86,27.2,POINT (77.51 22.86),Ratapani WLS,0,37.8,25.4,31.8,0,1.6,17.9,46.8,292
412,22.86,77.52,376,4-2020,12-04-2020,2020,4,12,346,88,30.5,POINT (77.52 22.86),Ratapani WLS,0,37.9,25.5,31.9,0,1.6,17.9,46.8,292
413,23.17,78.19,421,4-2020,12-04-2020,2020,4,12,345.2,87,28.7,POINT (78.19 23.17),Singhori WLS,1,38.9,22.9,31.3,0,1.6,17.9,46.8,292
414,23.32,79.13,445,4-2020,05-04-2020,2020,4,5,342.8,84,23.9,POINT (79.13 23.32),Noradehi WLS,0,35.2,20.1,27.7,0,0,15,32.8,309
415,23.15,79.21,588,4-2020,03-04-2020,2020,4,3,355.1,97,68.8,POINT (79.21 23.15),Noradehi WLS,1,33.4,20.8,27.2,0,0,11.8,25.2,303
416,23.11,79.15,482,4-2020,02-04-2020,2020,4,2,322,100,17.3,POINT (79.15 23.11),Noradehi WLS,0,35.1,20.4,28,0,0.6,11.4,34.6,198
417,23.11,79.16,419,4-2020,02-04-2020,2020,4,2,310.4,80,7.3,POINT (79.16 23.11),Noradehi WLS,0,35.5,20.8,28.4,0,2.8,17.7,35.6,190
418,23.12,79.15,391,4-2020,02-04-2020,2020,4,2,314.1,88,10,POINT (79.15 23.12),Noradehi WLS,0,35.7,21,28.6,0,2.8,17.7,35.6,190
419,23.12,79.16,516,4-2020,02-04-2020,2020,4,2,313.2,86,9.4,POINT (79.16 23.12),Noradehi WLS,0,35,21,28,0,2.8,17.7,35.6,190
420,23.14,79.22,565,4-2020,02-04-2020,2020,4,2,317.4,95,12.2,POINT (79.22 23.14),Noradehi WLS,0,33.9,21.6,27.5,0,0.5,20.5,41.8,201
421,23.15,79.22,565,4-2020,02-04-2020,2020,4,2,317.5,95,12.5,POINT (79.22 23.15),Noradehi WLS,0,33.9,21.6,27.5,0,0.6,11.4,34.6,198
422,23.15,79.27,560,4-2020,01-04-2020,2020,4,1,335.2,80,42.4,POINT (79.27 23.15),Noradehi WLS,0,35.1,21.3,28.2,0,4.9,18.2,41.8,283
423,23.26,79.21,494,4-2020,01-04-2020,2020,4,1,335.9,80,44.9,POINT (79.21 23.26),Noradehi WLS,0,35.5,21.6,28.7,0,4.9,18.2,41.8,283
424,22.57,78.3,395,1-2020,30-01-2020,2020,1,30,325,81,21.7,POINT (78.3 22.57),Pachmarhi WLS/Tiger Reserve,0,22.6,13.5,17.1,0,0,10.8,22.7,359
425,22.24,80.6,608,6-2019,11-06-2019,2019,6,11,311,82,6.1,POINT (80.6 22.24),Kanha,2,42,29.9,35.7,0,3.8,16.8,40.3,203
426,22.25,80.59,572,6-2019,11-06-2019,2019,6,11,328.3,100,23.2,POINT (80.59 22.25),Kanha,2,42.2,30.1,36,0,9.1,14.8,37.4,221
427,22.25,80.6,561,6-2019,11-06-2019,2019,6,11,318.4,97,12.2,POINT (80.6 22.25),Kanha,2,42.3,30.2,36,0,9.1,14.8,37.4,221
428,22.91,77.71,530,6-2019,04-06-2019,2019,6,4,349.5,91,32.3,POINT (77.71 22.91),Ratapani WLS,1,42.3,30.1,36.8,0,0.1,17.1,40.3,262
429,22.92,77.71,534,6-2019,04-06-2019,2019,6,4,347.4,89,27.4,POINT (77.71 22.92),Ratapani WLS,1,42.2,30.4,36.8,0,0,20.7,40,267
430,25.69,77.24,303,6-2019,02-06-2019,2019,6,2,341,81,32.2,POINT (77.24 25.69),Kuno WLS,1,43.7,31.1,37.3,0,0,22.8,40.7,288
431,22.49,78.5,780,5-2019,27-05-2019,2019,5,27,313.9,81,9,POINT (78.5 22.49),Pachmarhi WLS/Tiger Reserve,1,40.1,28,34.2,0,0,16.9,37.8,283
432,25.65,78.15,232,5-2019,20-05-2019,2019,5,20,338.5,80,196.8,POINT (78.15 25.65),Karera WLS,2,40.1,24.9,33,0,0,16.6,46.8,269
433,23.35,79.25,423,5-2019,09-05-2019,2019,5,9,339.9,80,44.9,POINT (79.25 23.35),Noradehi WLS,0,40.4,27.4,34.1,0,0,22.4,41,283
434,24.54,82.52,314,5-2019,07-05-2019,2019,5,7,345.2,82,23.4,POINT (82.52 24.54),Bagdara WLS,0,41.8,25.2,33.7,0,0,20.6,42.5,246
435,26.15,78.09,293,5-2019,07-05-2019,2019,5,7,340,80,29.1,POINT (78.09 26.15),Ghatigaon WLS,1,41.7,26.9,34,0,0,19.7,42.8,268
436,25.67,78.15,229,5-2019,05-05-2019,2019,5,5,370.2,100,93,POINT (78.15 25.67),Karera WLS,3,40.3,24.6,32.5,0,0,19.8,37.4,43
437,25.67,78.16,229,5-2019,05-05-2019,2019,5,5,342.6,84,22.7,POINT (78.16 25.67),Karera WLS,3,40.3,24.6,32.5,0,0,21.9,42.1,42
438,24.53,79.81,412,5-2019,01-05-2019,2019,5,1,368.3,87,90.8,POINT (79.81 24.53),Panna,1,40.8,28,34.6,0,0,28,51.1,308
439,23.68,80.92,634,4-2019,12-04-2019,2019,4,12,341.8,85,24.5,POINT (80.92 23.68),Bandhavgarh Tiger Reserve,0,39.2,22.8,31.1,0,0,16.6,36,287
440,22.33,78.01,463,4-2019,12-04-2019,2019,4,12,315.2,90,19.9,POINT (78.01 22.33),Bori WLS,2,38.6,23.1,31,0,0,9.9,25.2,209
441,22.34,78.05,669,4-2019,11-04-2019,2019,4,11,318.1,85,39.6,POINT (78.05 22.34),Bori WLS,1,38.5,22.9,30.9,0,0,20.3,41,241
442,22.34,78,446,4-2019,10-04-2019,2019,4,10,343,84,22.8,POINT (78 22.34),Bori WLS,1,38.9,22.2,30.9,0,0,10,25.6,217
443,22.34,78.01,600,4-2019,10-04-2019,2019,4,10,361,100,63.9,POINT (78.01 22.34),Bori WLS,1,38.1,21.8,30.2,0,0,13.1,26.6,211
444,22.35,78.01,425,4-2019,10-04-2019,2019,4,10,354.9,96,48.9,POINT (78.01 22.35),Bori WLS,1,39,22.3,31,0,0,10,25.6,210
445,24.76,80.13,446,4-2019,10-04-2019,2019,4,10,350.65,91.5,49.9,POINT (80.13 24.76),Panna,2,39.4,25.8,32.5,0,0,13.1,26.6,211
446,22.88,77.65,466,4-2019,10-04-2019,2019,4,10,348.7,90,28.9,POINT (77.65 22.88),Ratapani WLS,2,39.5,25.7,32.4,0,0,16.5,31,272
447,22.89,77.68,455,4-2019,10-04-2019,2019,4,10,348.2,90,27.8,POINT (77.68 22.89),Ratapani WLS,2,39.6,25.7,32.5,0,0,13.8,31,269
448,22.89,77.71,487,4-2019,10-04-2019,2019,4,10,314.3,89,19.9,POINT (77.71 22.89),Ratapani WLS,2,39.4,25.5,32.3,0,0,13.8,31,269
449,22.9,77.68,368,4-2019,10-04-2019,2019,4,10,345.3,87,22,POINT (77.68 22.9),Ratapani WLS,1,39.4,25.7,32.4,0,0,13.8,31,269
450,23.15,78.16,367,4-2019,10-04-2019,2019,4,10,347.3,89,25,POINT (78.16 23.15),Singhori WLS,1,39.4,25.7,32.4,0,0,18.7,38.9,274
451,23.15,78.17,427,4-2019,10-04-2019,2019,4,10,353.7,95,39.4,POINT (78.17 23.15),Singhori WLS,1,37.7,23.8,30.7,0,0,18.7,38.9,274
452,22.41,78.48,639,4-2019,09-04-2019,2019,4,9,312.4,83,9.6,POINT (78.48 22.41),Pachmarhi WLS/Tiger Reserve,1,36.8,22.8,29.7,0,0,16.2,34.9,270
453,22.42,78.47,857,4-2019,09-04-2019,2019,4,9,314.4,88,11.4,POINT (78.47 22.42),Pachmarhi WLS/Tiger Reserve,0,34.5,22.1,28.1,0,0,16,37.4,243
454,22.89,77.67,456,4-2019,09-04-2019,2019,4,9,350,92,102.5,POINT (77.67 22.89),Ratapani WLS,0,38.7,25.2,32.4,0,0,15.5,39.2,254
455,23.02,77.9,414,4-2019,09-04-2019,2019,4,9,313.3,85,11.5,POINT (77.9 23.02),Ratapani WLS,0,38.2,24.9,32.3,0,0,18.2,34.9,288
456,22.41,78.47,962,4-2019,08-04-2019,2019,4,8,310.3,80,7.3,POINT (78.47 22.41),Pachmarhi WLS/Tiger Reserve,1,33.5,21,27.2,0,0,14.8,33.1,282
457,22.78,77.52,536,4-2019,08-04-2019,2019,4,8,341.2,82,22,POINT (77.52 22.78),Ratapani WLS,1,38.9,22.9,31,0,0,16.2,40.3,263
458,23.27,79.24,462,4-2019,07-04-2019,2019,4,7,340.8,84,58.7,POINT (79.24 23.27),Noradehi WLS,1,38.7,25.9,32,0,0,14.2,31.7,276
459,22.39,78.42,874,4-2019,06-04-2019,2019,4,6,313.9,88,11.9,POINT (78.42 22.39),Satpura National Park/Tiger Reserve,1,34.3,23.1,28.6,0,0,13.8,30.2,268
460,23.19,79.29,497,4-2019,04-04-2019,2019,4,4,349.2,92,45.7,POINT (79.29 23.19),Noradehi WLS,2,38.8,24.4,31.7,0,0,15.6,32.8,252
461,22.92,77.49,542,4-2019,04-04-2019,2019,4,4,353.6,95,52.2,POINT (77.49 22.92),Ratapani WLS,1,39.4,22.9,31.5,0,0,15.9,32.8,295
462,22.13,81.01,777,4-2019,03-04-2019,2019,4,3,357,98,64.9,POINT (81.01 22.13),Kanha,0,36.6,21.8,28.7,0,0,15.8,38.2,290
463,23.26,79.14,536,4-2019,03-04-2019,2019,4,3,340.7,80,16.5,POINT (79.14 23.26),Noradehi WLS,0,37.7,22,30.1,0,0,17.8,43.6,275
464,23.27,79.13,600,4-2019,03-04-2019,2019,4,3,349.8,92,33.6,POINT (79.13 23.27),Noradehi WLS,0,36.9,21.5,29.6,0,0,12.3,29.2,323
465,22.78,77.52,491,4-2019,03-04-2019,2019,4,3,342.5,81,23.1,POINT (77.52 22.78),Ratapani WLS,0,37.3,22.6,29.9,0,0,13.7,29.2,228
466,22.95,77.81,509,4-2019,03-04-2019,2019,4,3,363.8,100,76.8,POINT (77.81 22.95),Ratapani WLS,0,37.4,20.3,29.4,0,0,16.2,37.1,266
467,23.12,79.22,569,4-2019,01-04-2019,2019,4,1,344.5,86,35.4,POINT (79.22 23.12),Noradehi WLS,1,35.6,21.7,28.9,0,0,13.5,28.4,31
468,23.21,79.44,520,4-2019,01-04-2019,2019,4,1,339.9,80,24.9,POINT (79.44 23.21),Noradehi WLS,1,35.9,22.1,29.2,0,0,19,32.4,360
469,22.92,77.62,565,4-2019,01-04-2019,2019,4,1,341.1,81,20.6,POINT (77.62 22.92),Ratapani WLS,1,35.8,22.8,29.5,0,0,19,32.4,360
470,22.93,77.62,593,4-2019,01-04-2019,2019,4,1,343.9,85,24.9,POINT (77.62 22.93),Ratapani WLS,1,35.4,21,28.6,0,0,12.7,34.9,355
471,22.96,77.8,390,4-2019,01-04-2019,2019,4,1,342.9,84,24.2,POINT (77.8 22.96),Ratapani WLS,1,36.9,22.8,30,0,0,18.9,38.2,353
472,22.96,77.81,539,4-2019,01-04-2019,2019,4,1,341.7,82,22.9,POINT (77.81 22.96),Ratapani WLS,0,36.2,21.9,29.3,0,0,12.8,24.1,350
473,23.04,77.92,457,4-2019,01-04-2019,2019,4,1,348.8,91,38,POINT (77.92 23.04),Ratapani WLS,0,36.4,22.5,29.3,0,0,19,36.4,79
474,23.21,78.15,505,4-2019,01-04-2019,2019,4,1,341,81,20.6,POINT (78.15 23.21),Singhori WLS,0,35.9,22.7,29,0,0,16,36.7,7
475,22.95,77.79,569,3-2019,31-03-2019,2019,3,31,339.3,84,89,POINT (77.79 22.95),Ratapani WLS,0,37.4,25.2,30.9,0,0,13.7,26.6,48
476,22.85,76.88,421,3-2019,30-03-2019,2019,3,30,343.2,84,31,POINT (76.88 22.85),Kheoni WLS,1,39.3,26.5,32.5,0,0,12.4,25.6,317
477,23.3,79.15,612,3-2019,30-03-2019,2019,3,30,338.8,81,21.5,POINT (79.15 23.3),Noradehi WLS,2,37.8,23.4,30.4,0,0,16.1,29.5,246
478,22.93,77.79,592,3-2019,30-03-2019,2019,3,30,362.3,100,122.2,POINT (77.79 22.93),Ratapani WLS,2,37.9,23.5,30.6,0,0,12.4,25.6,317
479,22.93,77.8,512,3-2019,30-03-2019,2019,3,30,365.5,100,139.7,POINT (77.8 22.93),Ratapani WLS,1,38.6,23.2,30.8,0,0,12.4,25.6,317
480,23.27,78.2,459,3-2019,30-03-2019,2019,3,30,343.6,87,35.2,POINT (78.2 23.27),Singhori WLS,1,38.6,22.7,30.8,0,0,12.3,28.4,292
481,22.86,76.86,515,3-2019,29-03-2019,2019,3,29,340.1,81,77.4,POINT (76.86 22.86),Kheoni WLS,0,38.4,23.7,31.1,0,0,12.2,30.6,258
482,22.84,76.81,459,3-2019,28-03-2019,2019,3,28,342.9,86,29.1,POINT (76.81 22.84),Kheoni WLS,0,36.7,23.2,29.5,0,0,15.1,31.3,331
483,23.26,79.24,467,3-2019,28-03-2019,2019,3,28,347.9,91,39.5,POINT (79.24 23.26),Noradehi WLS,1,34.5,18.6,27.2,0,0,17.4,32,319
484,22.98,77.44,486,3-2019,27-03-2019,2019,3,27,340.3,82,31,POINT (77.44 22.98),Ratapani WLS,0,33.6,20.1,26.6,0,0,13,28.1,9
485,23.21,79.26,581,3-2019,25-03-2019,2019,3,25,344.8,84,27.8,POINT (79.26 23.21),Noradehi WLS,1,34.5,19.3,27.5,0,0,12.3,26.3,263
486,23.22,79.24,543,3-2019,25-03-2019,2019,3,25,334.4,80,56.2,POINT (79.24 23.22),Noradehi WLS,1,34.7,19.3,27.8,0,0,12.9,21.6,282
487,22.94,77.76,486,3-2019,25-03-2019,2019,3,25,341.1,83,23.4,POINT (77.76 22.94),Ratapani WLS,1,35.8,20.7,28.9,0,0,14.6,29.9,281
488,22.94,77.77,464,3-2019,25-03-2019,2019,3,25,340.2,81,22.4,POINT (77.77 22.94),Ratapani WLS,1,35.4,20.4,27.7,0,0,16.5,29.9,277
489,23.01,77.43,449,3-2019,25-03-2019,2019,3,25,340.3,81,21.4,POINT (77.43 23.01),Ratapani WLS,1,35.5,20.5,27.8,0,0,13.3,29.9,265
490,25.73,77.2,237,3-2019,23-03-2019,2019,3,23,340.3,87,37.9,POINT (77.2 25.73),Kuno WLS,0,31.8,17.8,24.7,0,0,16.4,36,257
491,22.98,77.4,504,3-2019,21-03-2019,2019,3,21,337,81,43,POINT (77.4 22.98),Ratapani WLS,0,32.9,19.4,25.8,0,0,14.5,33.1,258
492,23.23,79.23,465,3-2019,20-03-2019,2019,3,20,334.9,80,22.5,POINT (79.23 23.23),Noradehi WLS,51,32.7,19.6,25.3,0.9,0,21.2,45,331
493,22.94,77.48,498,3-2019,17-03-2019,2019,3,17,331.7,82,30.6,POINT (77.48 22.94),Ratapani WLS,51,30.8,19.7,24.4,0.1,0,13.2,32.8,50
494,22.9,77.47,448,3-2019,16-03-2019,2019,3,16,335.8,80,19.9,POINT (77.47 22.9),Ratapani WLS,1,30.9,18.5,24.4,0,0,17.6,34.2,9
495,22.92,77.49,497,3-2019,16-03-2019,2019,3,16,340.7,86,28.7,POINT (77.49 22.92),Ratapani WLS,1,30.3,17.7,23.7,0,0,15.5,32,10
496,22.97,77.47,494,3-2019,14-03-2019,2019,3,14,334.3,82,34,POINT (77.47 22.97),Ratapani WLS,1,31,19.9,25,0,0,15,26.6,338
497,22.95,77.82,591,3-2019,07-03-2019,2019,3,7,333.4,80,27.7,POINT (77.82 22.95),Ratapani WLS,0,26.4,13.9,19.9,0,0,12,22,15
498,22.95,77.83,567,3-2019,07-03-2019,2019,3,7,349.2,93,64,POINT (77.83 22.95),Ratapani WLS,0,26.4,14.4,20.3,0,0,14,23.4,3
499,22.91,77.7,507,3-2019,06-03-2019,2019,3,6,335.85,85,115.2,POINT (77.7 22.91),Ratapani WLS,1,27.2,15.9,20.8,0,0,11.3,23.4,358
500,22.97,77.45,524,3-2019,05-03-2019,2019,3,5,335.4,84,56.3,POINT (77.45 22.97),Ratapani WLS,0,27.2,16.7,21.4,0,0,14.1,33.1,22
501,22.97,77.47,494,3-2019,05-03-2019,2019,3,5,331.9,80,47.7,POINT (77.47 22.97),Ratapani WLS,0,27.3,16.4,21.3,0,0,13.6,28.8,32
502,22.9,77.37,453,3-2019,02-03-2019,2019,3,2,337.1,85,29.6,POINT (77.37 22.9),Ratapani WLS,51,30.1,15.9,22.7,0.5,0,11.2,26.6,192
503,23.03,77.86,566,3-2019,02-03-2019,2019,3,2,339.8,87,32.9,POINT (77.86 23.03),Ratapani WLS,1,28.7,14.2,21.1,0,0.4,12.2,27.7,100
504,22.14,80.98,741,2-2019,05-02-2019,2019,2,5,327.2,80,28.6,POINT (80.98 22.14),Kanha,1,27.2,14.8,20.7,0,0,9.8,22.7,20
505,23.03,77.93,387,2-2019,05-02-2019,2019,2,5,330.6,81,20.7,POINT (77.93 23.03),Ratapani WLS,2,29.2,14.8,22,0,0,13.6,28.1,338
506,22.87,77.61,562,1-2019,22-01-2019,2019,1,22,327.6,81.5,28.15,POINT (77.61 22.87),Ratapani WLS,1,24.9,14.9,19.7,0,0,7.7,18,13
507,22.9,77.51,508,1-2019,20-01-2019,2019,1,20,353.2,96,62.3,POINT (77.51 22.9),Ratapani WLS,0,28,13.4,19.8,0,0,13.1,23.8,13
508,22.9,77.52,499,1-2019,20-01-2019,2019,1,20,331.5,83,23,POINT (77.52 22.9),Ratapani WLS,0,28.1,13.5,19.9,0,0,13.9,25.6,21
